'dtype',id,'name',price,author,genre,publisher,controller_support
'Game',147,'Tom Clancys The Division(tm)',59.99,null,null,null,0
'Game',148,'Call of Duty(r): Black Ops III',59.99,null,null,null,1
'Game',149,'NBA 2K16',59.99,null,null,null,1
'Game',150,'Far Cry(r) Primal',59.99,null,null,null,0
'Game',151,'DARK SOULS(tm) III',59.99,null,null,null,1
'Game',152,'NOBUNAGAS AMBITION: Souzou SengokuRisshiden / Xin Chang noYe Wang *Chuang Zao  Zhan Guo Li Zhi Chuan',59.99,null,null,null,0
'Game',153,'Fallout 4',59.99,null,null,null,1
'Game',154,'DOOM',59.99,null,null,null,0
'Game',155,'Call of Duty(r): Black Ops III',59.99,null,null,null,1
'Game',156,'Race Track Builder',59.99,null,null,null,0
'Game',157,'F1 2016',59.99,null,null,null,1
'Game',158,'Rise of the Tomb Raider(tm)',59.99,null,null,null,1
'Game',159,'Battleborn',59.99,null,null,null,1
'Game',160,'ARSLAN: THE WARRIORS OF LEGEND',59.99,null,null,null,0
'Game',161,'Audials One Suite 2016',59.99,null,null,null,0
'Game',162,'DRAGON QUEST HEROES(tm) Slime Edition',59.99,null,null,null,1
'Game',163,'Quicken WillMaker Plus 2016',59.99,null,null,null,0
'Game',164,'Quicken Legal Business Pro',59.99,null,null,null,0
'Game',165,'CyberLink AudioDirector 6',59.99,null,null,null,0
'Game',166,'CyberLink ColorDirector 4',59.99,null,null,null,0
'Game',167,'Attack on Titan / A.O.T. Wings of Freedom',59.99,null,null,null,1
'Game',168,'Music Maker 2017 Steam Edition',59.99,null,null,null,0
'Game',169,'NASCAR Heat Evolution',59.99,null,null,null,1
'Game',170,'NBA 2K17',59.99,null,null,null,1
'Game',171,'The Elder Scrolls(r) Online: Gold Edition',59.99,null,null,null,0
'Game',172,'Sid Meiers Civilization(r) VI',59.99,null,null,null,0
'Game',173,'Mafia III',59.99,null,null,null,1
'Game',174,'Call of Duty(r): Infinite Warfare',59.99,null,null,null,1
'Game',175,'Dishonored 2',59.99,null,null,null,1
'Game',176,'Watch_Dogs(r) 2',59.99,null,null,null,0
'Game',177,'Steep',59.99,null,null,null,0
'Game',178,'EVE: Valkyrie',59.99,null,null,null,1
'Game',179,'F1 2015',54.99,null,null,null,1
'Game',180,'NOBUNAGAS AMBITION: Kakushin with Power Up Kit / Xin Chang noYe Wang Ge Xin  with pawaatsupukitsuto',54.99,null,null,null,0
'Game',181,'NOBUNAGAS AMBITION: Tendou with Power Up Kit / Xin Chang noYe Wang Tian Dao  with pawaatsupukitsuto',54.99,null,null,null,0
'Game',182,'NOBUNAGAS AMBITION: Tenshouki WPK HD Version / Xin Chang noYe Wang Tian Xiang Ji  with pawaatsupukitsuto HD Version',54.99,null,null,null,0
'Game',183,'`lm ryb',54.99,null,null,null,0
'Game',184,'Seventh Knight PC Security + Gaming Accelerator 2',50.99,null,null,null,0
'Game',185,'Transformers(tm): Fall of Cybertron(tm)',49.99,null,null,null,0
'Game',186,'ACDSee 15',49.99,null,null,null,0
'Game',187,'Virtual DJ - Broadcaster Edition',49.99,null,null,null,0
'Game',188,'Action! - Gameplay Recording and Streaming',49.99,null,null,null,0
'Game',189,'Art Rage 4',49.99,null,null,null,0
'Game',190,'Mars: War Logs',49.99,null,null,null,1
'Game',191,'PCMark 8',49.99,null,null,null,0
'Game',192,'Sniper Elite 3',49.99,null,null,null,1
'Game',193,'WWE 2K15',49.99,null,null,null,1
'Game',194,'TRANSFORMERS(tm): Rise of the Dark Spark',49.99,null,null,null,0
'Game',195,'Odesi Music Composition',49.99,null,null,null,0
'Game',196,'Manga Maker Comipo',49.99,null,null,null,0
'Game',197,'DYNASTY WARRIORS 8: Xtreme Legends Complete Edition',49.99,null,null,null,0
'Game',198,'Sound Forge Audio Studio 10 - Steam Powered',49.99,null,null,null,0
'Game',199,'ACID Music Studio 10 - Steam Powered',49.99,null,null,null,0
'Game',200,'Krita Gemini',49.99,null,null,null,0
'Game',201,'Homeworld: Deserts of Kharak',49.99,null,null,null,0
'Game',202,'RollerCoaster Tycoon World(tm)',49.99,null,null,null,1
'Game',203,'Deckadance 2',49.99,null,null,null,0
'Game',204,'openCanvas 6',49.99,null,null,null,0
'Game',205,'IL-2 Sturmovik: Battle of Stalingrad',49.99,null,null,null,0
'Game',206,'Rugby League Live 3',49.99,null,null,null,1
'Game',207,'Disney Infinity 2.0: Marvel Super Heroes',49.99,null,null,null,0
'Game',208,'Might & Magic(r) Heroes(r) VII',49.99,null,null,null,0
'Game',209,'DYNASTY WARRIORS(r) 8 Empires',49.99,null,null,null,0
'Game',210,'DRAGON BALL XENOVERSE',49.99,null,null,null,1
'Game',211,'CLANNAD',49.99,null,null,null,0
'Game',212,'Flashpoint Campaigns: Red Storm Players Edition',49.99,null,null,null,0
'Game',213,'One Piece Pirate Warriors 3',49.99,null,null,null,0
'Game',214,'After Reset RPG',49.99,null,null,null,0
'Game',215,'ALie Che deXing kou8',49.99,null,null,null,0
'Game',216,'TRANSFORMERS: Devastation',49.99,null,null,null,1
'Game',217,'SAMURAI WARRIORS 4-II',49.99,null,null,null,0
'Game',218,'Saint Seiya: Soldiers Soul',49.99,null,null,null,1
'Game',219,'Sherlock Holmes: The Devils Daughter',49.99,null,null,null,1
'Game',220,'Tales of Zestiria',49.99,null,null,null,1
'Game',221,'Casey Powell Lacrosse 16',49.99,null,null,null,1
'Game',222,'Sebastien Loeb Rally EVO',49.99,null,null,null,0
'Game',223,'Tom Clancys Rainbow Six(r) Siege',49.99,null,null,null,0
'Game',224,'Sniper Ghost Warrior 3',49.99,null,null,null,0
'Game',225,'Scourge of War: Waterloo',49.99,null,null,null,0
'Game',226,'Rugby Challenge 3',49.99,null,null,null,1
'Game',227,'Grand Designer',49.99,null,null,null,0
'Game',228,'DARIUSBURST Chronicle Saviours',49.99,null,null,null,1
'Game',229,'Football Manager 2016',49.99,null,null,null,0
'Game',230,'WWE 2K16',49.99,null,null,null,1
'Game',231,'Vendetta - Curse of Ravens Cry',49.99,null,null,null,1
'Game',232,'Raiseland',49.99,null,null,null,0
'Game',233,'eMedia Guitar Method',49.99,null,null,null,0
'Game',234,'MXGP2 - The Official Motocross Videogame',49.99,null,null,null,0
'Game',235,'Audials Tunebite Platinum 2016',49.99,null,null,null,0
'Game',236,'EARTH DEFENSE FORCE 4.1 The Shadow of New Despair',49.99,null,null,null,1
'Game',237,'One Piece Burning Blood',49.99,null,null,null,1
'Game',238,'Ghostbusters(tm)',49.99,null,null,null,0
'Game',239,'CyberLink Power2Go 10 Platinum',49.99,null,null,null,0
'Game',240,'Aerofly FS 2 Flight Simulator',49.99,null,null,null,0
'Game',241,'Valentino Rossi The Game',49.99,null,null,null,0
'Game',242,'GOD EATER 2 Rage Burst',49.99,null,null,null,1
'Game',243,'Decisive Campaigns: Barbarossa',49.99,null,null,null,0
'Game',244,'Megadimension Neptunia VII',49.99,null,null,null,1
'Game',245,'Football Manager 2017',49.99,null,null,null,0
'Game',246,'Tom Clancys Rainbow Six(r) Siege',49.99,null,null,null,0
'Game',247,'Tom Clancys Rainbow Six(r) Siege',49.99,null,null,null,0
'Game',248,'Tom Clancys Rainbow Six(r) Siege',49.99,null,null,null,0
'Game',249,'Tom Clancys Rainbow Six(r) Siege',49.99,null,null,null,0
'Game',250,'MAGIX PC Check & Tuning 2017',49.99,null,null,null,0
'Game',251,'CLASH',49.99,null,null,null,0
'Game',252,'eMedia Piano and Keyboard Method',49.99,null,null,null,0
'Game',253,'Tales of Berseria(tm)',49.99,null,null,null,1
'Game',254,'DRAGON BALL XENOVERSE 2',49.99,null,null,null,1
'Game',255,'SONAR Home Studio',49.99,null,null,null,0
'Game',256,'CameraBag Photo',49.99,null,null,null,0
'Game',257,'ROMANCE OF THE THREE KINGDOMS 13 / San Guo Zhi 13',47.99,null,null,null,0
'Game',258,'Total War(tm): ROME II - Emperor Edition',44.99,null,null,null,0
'Game',259,'Black Ink',44.99,null,null,null,0
'Game',260,'Blood Bowl 2',44.99,null,null,null,1
'Game',261,'Torment: Tides of Numenera',44.99,null,null,null,0
'Game',262,'Pillars of Eternity',44.99,null,null,null,0
'Game',263,'X-Plane 10 Global - 64 Bit',44.99,null,null,null,0
'Game',264,'Zombie Army Trilogy',44.99,null,null,null,1
'Game',265,'Act of Aggression - Reboot Edition',44.99,null,null,null,0
'Game',266,'Total War: ATTILA',44.99,null,null,null,0
'Game',267,'The Technomancer',44.99,null,null,null,1
'Game',268,'The Incredible Adventures of Van Helsing: Final Cut',44.99,null,null,null,1
'Game',269,'Divinity: Original Sin 2',44.99,null,null,null,0
'Game',270,'Power & Revolution',44.99,null,null,null,0
'Game',271,'Handball 17',44.99,null,null,null,1
'Game',272,'Sudden Strike 4',42.49,null,null,null,1
'Game',273,'Planet Coaster',40.49,null,null,null,0
'Game',274,'RACE - The WTCC Game',39.99,null,null,null,0
'Game',275,'RACE - The WTCC Game',39.99,null,null,null,0
'Game',276,'Silent Hill Homecoming',39.99,null,null,null,0
'Game',277,'RACE - The WTCC Game',39.99,null,null,null,0
'Game',278,'Serious Sam 3: BFE',39.99,null,null,null,1
'Game',279,'Call of Duty(r): Modern Warfare(r) 3',39.99,null,null,null,0
'Game',280,'Call of Duty(r): Modern Warfare(r) 3',39.99,null,null,null,0
'Game',281,'Call of Duty(r): Black Ops',39.99,null,null,null,0
'Game',282,'Call of Duty(r): Black Ops',39.99,null,null,null,0
'Game',283,'Sid Meiers Civilization(r): Beyond Earth(tm)',39.99,null,null,null,0
'Game',284,'Age of Empires(r) III: Complete Collection',39.99,null,null,null,0
'Game',285,'Arma 3',39.99,null,null,null,0
'Game',286,'Call of Duty(r): Modern Warfare(r) 3',39.99,null,null,null,0
'Game',287,'Prototype 2',39.99,null,null,null,0
'Game',288,'Clan of Champions',39.99,null,null,null,0
'Game',289,'The Witness',39.99,null,null,null,0
'Game',290,'The Amazing Spider-Man(tm)',39.99,null,null,null,1
'Game',291,'Alien: Isolation',39.99,null,null,null,1
'Game',292,'Call of Duty: Black Ops - Mac Edition',39.99,null,null,null,0
'Game',293,'Damage Inc. Pacific Squadron WWII',39.99,null,null,null,0
'Game',294,'Don Bradman Cricket 14',39.99,null,null,null,1
'Game',295,'Fallen Enchantress',39.99,null,null,null,0
'Game',296,'Kerbal Space Program',39.99,null,null,null,0
'Game',297,'Rocksmith 2014',39.99,null,null,null,0
'Game',298,'Train Simulator: Pacific Surfliner(r) LA - San Diego Route',39.99,null,null,null,1
'Game',299,'Train Simulator: South London Network Route Add-On',39.99,null,null,null,1
'Game',300,'Deadpool',39.99,null,null,null,0
'Game',301,'Next Car Game: Wreckfest',39.99,null,null,null,0
'Game',302,'Ashes of the Singularity',39.99,null,null,null,0
'Game',303,'FINAL FANTASY(r) XI: Ultimate Collection Seekers Edition',39.99,null,null,null,0
'Game',304,'Shadow Warrior',39.99,null,null,null,1
'Game',305,'Mad Max',39.99,null,null,null,1
'Game',306,'Strike Suit Infinity',39.99,null,null,null,1
'Game',307,'Driver Fusion Premium',39.99,null,null,null,0
'Game',308,'DARK SOULS(tm) II',39.99,null,null,null,1
'Game',309,'PlayClaw - Game Recording and Streaming',39.99,null,null,null,0
'Game',310,'Castlevania: Lords of Shadow 2',39.99,null,null,null,1
'Game',311,'Wasteland 2: Directors Cut',39.99,null,null,null,0
'Game',312,'Adventure Time:  Explore the Dungeon Because I DONT KNOW!',39.99,null,null,null,0
'Game',313,'Divinity: Dragon Commander',39.99,null,null,null,0
'Game',314,'Railroad X',39.99,null,null,null,0
'Game',315,'Wargame: Red Dragon',39.99,null,null,null,0
'Game',316,'Fantasy Grounds',39.99,null,null,null,0
'Game',317,'Shadow Warrior',39.99,null,null,null,1
'Game',318,'GRID Autosport',39.99,null,null,null,1
'Game',319,'The Talos Principle',39.99,null,null,null,1
'Game',320,'Borderlands: The Pre-Sequel',39.99,null,null,null,1
'Game',321,'Lichdom: Battlemage',39.99,null,null,null,1
'Game',322,'RaySupreme 3D',39.99,null,null,null,0
'Game',323,'Worlds of Magic',39.99,null,null,null,0
'Game',324,'The Amazing Spider-Man 2(tm)',39.99,null,null,null,1
'Game',325,'MorphVOX Pro - Voice Changer',39.99,null,null,null,0
'Game',326,'Offworld Trading Company',39.99,null,null,null,0
'Game',327,'Fritz Chess 14',39.99,null,null,null,0
'Game',328,'Mordheim: City of the Damned',39.99,null,null,null,0
'Game',329,'METAL GEAR SOLID V: THE PHANTOM PAIN',39.99,null,null,null,1
'Game',330,'Assassins Creed(r) Unity',39.99,null,null,null,0
'Game',331,'Life is Feudal: Your Own',39.99,null,null,null,0
'Game',332,'The Witcher(r) 3: Wild Hunt',39.99,null,null,null,1
'Game',333,'Deponia: The Complete Journey',39.99,null,null,null,0
'Game',334,'Close Combat - Gateway to Caen',39.99,null,null,null,0
'Game',335,'Far Cry(r) 4',39.99,null,null,null,0
'Game',336,'Planetoid Pioneers',39.99,null,null,null,1
'Game',337,'NoLimits 2 Roller Coaster Simulation',39.99,null,null,null,0
'Game',338,'Civil War II',39.99,null,null,null,0
'Game',339,'Battle Academy 2: Eastern Front',39.99,null,null,null,0
'Game',340,'Zero Escape: Zero Time Dilemma',39.99,null,null,null,1
'Game',341,'Naval Action',39.99,null,null,null,0
'Game',342,'DEAD OR ALIVE(r) 5 Last Round',39.99,null,null,null,0
'Game',343,'To End All Wars',39.99,null,null,null,0
'Game',344,'Warhammer 40000: Armageddon',39.99,null,null,null,0
'Game',345,'Trainz: A New Era',39.99,null,null,null,0
'Game',346,'Space Galaxy - Graphics Pack',39.99,null,null,null,0
'Game',347,'Duck Dynasty(r)',39.99,null,null,null,1
'Game',348,'aerofly RC 7',39.99,null,null,null,0
'Game',349,'App Game Kit: Easy + Instant Game Development',39.99,null,null,null,0
'Game',350,'Shroud of the Avatar: Forsaken Virtues',39.99,null,null,null,0
'Game',351,'MyRPG Master',39.99,null,null,null,0
'Game',352,'DARK SOULS(tm) II: Scholar of the First Sin',39.99,null,null,null,1
'Game',353,'Eisenbahn X',39.99,null,null,null,0
'Game',354,'PD Howler 9.6 Digital Painter and Visual FX box',39.99,null,null,null,0
'Game',355,'Decisive Campaigns: The Blitzkrieg from Warsaw to Paris',39.99,null,null,null,0
'Game',356,'Teenage Mutant Ninja Turtles(tm): Mutants in Manhattan',39.99,null,null,null,1
'Game',357,'The Fruit of Grisaia',39.99,null,null,null,0
'Game',358,'RIDE',39.99,null,null,null,0
'Game',359,'WRC 5 FIA World Rally Championship',39.99,null,null,null,1
'Game',360,'Decisive Campaigns: Case Blue',39.99,null,null,null,0
'Game',361,'MotoGP(tm)15',39.99,null,null,null,0
'Game',362,'MAGIX Music Maker Hip Hop Edition 6',39.99,null,null,null,0
'Game',363,'Battlefleet Gothic: Armada',39.99,null,null,null,0
'Game',364,'Close Combat - Panthers in the Fog',39.99,null,null,null,0
'Game',365,'GeoVox',39.99,null,null,null,1
'Game',366,'Assassins Creed(r) Syndicate',39.99,null,null,null,0
'Game',367,'Shoot Em Up Kit',39.99,null,null,null,0
'Game',368,'D3DGear - Game Recording and Streaming Software',39.99,null,null,null,0
'Game',369,'Family Tree Heritage Platinum 9',39.99,null,null,null,0
'Game',370,'Divinity: Original Sin - Enhanced Edition',39.99,null,null,null,1
'Game',371,'Warhammer 40000 : Eternal Crusade',39.99,null,null,null,0
'Game',372,'Trackmania(r) Turbo',39.99,null,null,null,0
'Game',373,'Anno 2205(tm)',39.99,null,null,null,0
'Game',374,'Pike and Shot : Campaigns',39.99,null,null,null,0
'Game',375,'Handball 16',39.99,null,null,null,1
'Game',376,'Planetary Annihilation: TITANS',39.99,null,null,null,0
'Game',377,'Squad',39.99,null,null,null,0
'Game',378,'Adams Venture: Origins',39.99,null,null,null,1
'Game',379,'Out of the Park Baseball 17',39.99,null,null,null,0
'Game',380,'Emergency 2016',39.99,null,null,null,0
'Game',381,'Audials Moviebox 2016',39.99,null,null,null,0
'Game',382,'Alekhines Gun',39.99,null,null,null,0
'Game',383,'Pro Cycling Manager 2016',39.99,null,null,null,0
'Game',384,'Stranger of Sword City',39.99,null,null,null,0
'Game',385,'Recourse',39.99,null,null,null,0
'Game',386,'Polaris Sector',39.99,null,null,null,0
'Game',387,'Heathen Engineerings Terran',39.99,null,null,null,0
'Game',388,'Automobilista',39.99,null,null,null,0
'Game',389,'Marvel: Ultimate Alliance',39.99,null,null,null,0
'Game',390,'Marvel: Ultimate Alliance 2',39.99,null,null,null,0
'Game',391,'Raw Data',39.99,null,null,null,0
'Game',392,'I am Setsuna',39.99,null,null,null,1
'Game',393,'TGV Voyages Train Simulator',39.99,null,null,null,1
'Game',394,'Onechanbara Z2: Chaos',39.99,null,null,null,1
'Game',395,'Koihime Enbu',39.99,null,null,null,1
'Game',396,'Gahkthun of the Golden Lightning Steam Edition',39.99,null,null,null,0
'Game',397,'FireAlpaca SE',39.99,null,null,null,0
'Game',398,'Wars of Napoleon',39.99,null,null,null,0
'Game',399,'Syberia 3',39.99,null,null,null,1
'Game',400,'Nurse Love Addiction',39.99,null,null,null,0
'Game',401,'Pro Evolution Soccer 2017',39.99,null,null,null,1
'Game',402,'Loading Human: Chapter 1',39.99,null,null,null,1
'Game',403,'Ashes of the Singularity: Escalation',39.99,null,null,null,0
'Game',404,'Rugby Union Team Manager 2017',39.99,null,null,null,0
'Game',405,'Virtual-O',39.99,null,null,null,0
'Game',406,'Marmoset Hexels 2',38,null,null,null,0
'Game',407,'Shadow Warrior 2',35.99,null,null,null,1
'Game',408,'Hearts of Iron IV',35.99,null,null,null,0
'Game',409,'Gal*Gun: Double Peace',35.99,null,null,null,0
'Game',410,'Emergency 2017',35.99,null,null,null,0
'Game',411,'DayZ',34.99,null,null,null,0
'Game',412,'Starpoint Gemini 2',34.99,null,null,null,0
'Game',413,'Homeworld Remastered Collection',34.99,null,null,null,0
'Game',414,'OMSI 2: Steam Edition',34.99,null,null,null,1
'Game',415,'Dominions 4: Thrones of Ascension',34.99,null,null,null,0
'Game',416,'Global ATC Simulator',34.99,null,null,null,0
'Game',417,'Jack Nicklaus Perfect Golf',34.99,null,null,null,1
'Game',418,'Fable Anniversary',34.99,null,null,null,1
'Game',419,'OZMAFIA!!',34.99,null,null,null,0
'Game',420,'Graviteam Tactics: Mius-Front',34.99,null,null,null,0
'Game',421,'Blackguards 2',34.99,null,null,null,0
'Game',422,'Sprite Lamp',34.99,null,null,null,0
'Game',423,'Cho Dengeki Stryker All Ages Version',34.99,null,null,null,0
'Game',424,'Boundless',34.99,null,null,null,1
'Game',425,'runateitsukudon reziendopatsuku',34.99,null,null,null,0
'Game',426,'Rong Guan haJun ni reziendopatsuku',34.99,null,null,null,0
'Game',427,'World of Subways 4 - New York Line 7',34.99,null,null,null,0
'Game',428,'Princess Evangile All Ages Version',34.99,null,null,null,0
'Game',429,'Bombshell',34.99,null,null,null,1
'Game',430,'Hounds : The Last Hope',34.99,null,null,null,0
'Game',431,'Hover Junkers',34.99,null,null,null,0
'Game',432,'Kindred Spirits on the Roof',34.99,null,null,null,0
'Game',433,'STEINS;GATE',34.99,null,null,null,0
'Game',434,'EEP 12',34.99,null,null,null,0
'Game',435,'Fernbus Simulator',34.99,null,null,null,0
'Game',436,'Root Double -Before Crime * After Days- Xtend Edition',34.99,null,null,null,0
'Game',437,'Tokyo Babel',34.99,null,null,null,0
'Game',438,'Sonicomi',34.99,null,null,null,0
'Game',439,'Farming Simulator 17',34.99,null,null,null,0
'Game',440,'Muv-Luv',34.99,null,null,null,0
'Game',441,'Starters Orders 6 Horse Racing',34.99,null,null,null,0
'Game',442,'Pro Strategy Football 2016',34.99,null,null,null,0
'Game',443,'Redout',34.99,null,null,null,1
'Game',444,'CyberLink ActionDirector 2',34.99,null,null,null,0
'Game',445,'Motorsport Manager',34.99,null,null,null,0
'Game',446,'EmergeNYC',34.99,null,null,null,0
'Game',447,'Notruf 112 - Die Feuerwehr Simulation',34.99,null,null,null,0
'Game',448,'Draft Day Sports: Pro Basketball 2017',34.99,null,null,null,0
'Game',449,'Space Hulk - Deathwing',33.99,null,null,null,0
'Game',450,'Urban Empire',33.99,null,null,null,0
'Game',451,'Vikings - Wolves of Midgard',33.99,null,null,null,1
'Game',452,'Carrier Command: Gaea Mission',32.99,null,null,null,0
'Game',453,'Stellaris',31.99,null,null,null,0
'Game',454,'rFactor 2',31.99,null,null,null,0
'Game',455,'Maya LT (with Stingray)',30,null,null,null,0
'Game',456,'Maya LT (with Stingray)',30,null,null,null,0
'Game',457,'X Rebirth',29.99,null,null,null,1
'Game',458,'Trackmania United Forever Star Edition',29.99,null,null,null,0
'Game',459,'BioShock Infinite',29.99,null,null,null,1
'Game',460,'Sid Meiers Civilization(r) V',29.99,null,null,null,0
'Game',461,'Train Simulator 2016',29.99,null,null,null,1
'Game',462,'Train Simulator 2016',29.99,null,null,null,1
'Game',463,'Train Simulator 2016',29.99,null,null,null,1
'Game',464,'Train Simulator 2016',29.99,null,null,null,1
'Game',465,'Train Simulator 2016',29.99,null,null,null,1
'Game',466,'Trainz(tm) Simulator 12',29.99,null,null,null,0
'Game',467,'Overgrowth',29.99,null,null,null,0
'Game',468,'Guild Wars Trilogy',29.99,null,null,null,0
'Game',469,'Train Simulator 2016',29.99,null,null,null,1
'Game',470,'Train Simulator 2016',29.99,null,null,null,1
'Game',471,'Train Simulator 2016',29.99,null,null,null,1
'Game',472,'Train Simulator 2016',29.99,null,null,null,1
'Game',473,'Singularity(tm)',29.99,null,null,null,0
'Game',474,'GRID 2',29.99,null,null,null,1
'Game',475,'Ultra Street Fighter(r) IV',29.99,null,null,null,1
'Game',476,'Stronghold 3 Gold',29.99,null,null,null,0
'Game',477,'Dragon Age: Origins - Ultimate Edition',29.99,null,null,null,0
'Game',478,'Aliens: Colonial Marines Collection',29.99,null,null,null,1
'Game',479,'Sid Meiers Civilization(r) V',29.99,null,null,null,0
'Game',480,'Mafia II',29.99,null,null,null,0
'Game',481,'Spec Ops: The Line',29.99,null,null,null,1
'Game',482,'Warhammer 40000: Space Marine',29.99,null,null,null,1
'Game',483,'Warhammer 40000: Dawn of War II: Retribution',29.99,null,null,null,0
'Game',484,'Warhammer 40000: Dawn of War II: Retribution',29.99,null,null,null,0
'Game',485,'Sniper Elite V2',29.99,null,null,null,0
'Game',486,'The Darkness II',29.99,null,null,null,0
'Game',487,'Crysis 2 - Maximum Edition',29.99,null,null,null,0
'Game',488,'CameraBag 2',29.99,null,null,null,0
'Game',489,'Alan Wake',29.99,null,null,null,1
'Game',490,'Crysis 2 - Maximum Edition',29.99,null,null,null,0
'Game',491,'Battle Chess: Game of Kings(tm)',29.99,null,null,null,0
'Game',492,'XCOM: Enemy Unknown',29.99,null,null,null,1
'Game',493,'Total War: Shogun 2 - Fall of the Samurai',29.99,null,null,null,0
'Game',494,'Flatout 3: Chaos & Destruction',29.99,null,null,null,0
'Game',495,'Deep Black: Reloaded',29.99,null,null,null,0
'Game',496,'Rocksmith(tm)',29.99,null,null,null,0
'Game',497,'Endless Space(r) - Emperor Edition',29.99,null,null,null,0
'Game',498,'Batman(tm): Arkham Knight',29.99,null,null,null,1
'Game',499,'Resident Evil: Operation Raccoon City',29.99,null,null,null,1
'Game',500,'Street Fighter X Tekken',29.99,null,null,null,0
'Game',501,'South Park(tm): The Stick of Truth(tm)',29.99,null,null,null,1
'Game',502,'Cabelas(r) Hunting Expeditions',29.99,null,null,null,0
'Game',503,'The Secret World',29.99,null,null,null,0
'Game',504,'Blood Bowl: Chaos Edition',29.99,null,null,null,0
'Game',505,'Of Orcs And Men',29.99,null,null,null,1
'Game',506,'Cabelas(r) Dangerous Hunts 2013',29.99,null,null,null,0
'Game',507,'NBA 2K13',29.99,null,null,null,0
'Game',508,'DmC: Devil May Cry',29.99,null,null,null,1
'Game',509,'StarDrive',29.99,null,null,null,0
'Game',510,'Resident Evil 6 / Biohazard 6',29.99,null,null,null,0
'Game',511,'Resident Evil Revelations / Biohazard Revelations',29.99,null,null,null,1
'Game',512,'Train Simulator: West Somerset Railway Route Add-On',29.99,null,null,null,1
'Game',513,'Train Simulator: East Coast Main Line London-Peterborough Route Add-On',29.99,null,null,null,1
'Game',514,'3DMark',29.99,null,null,null,0
'Game',515,'Fast & Furious(tm): Showdown',29.99,null,null,null,0
'Game',516,'Clockwork Empires',29.99,null,null,null,0
'Game',517,'F1 2014',29.99,null,null,null,1
'Game',518,'Age of Wonders III',29.99,null,null,null,0
'Game',519,'DisplayFusion',29.99,null,null,null,0
'Game',520,'Remember Me',29.99,null,null,null,1
'Game',521,'The Age of Decadence',29.99,null,null,null,0
'Game',522,'War for the Overworld',29.99,null,null,null,0
'Game',523,'Killing Floor 2',29.99,null,null,null,1
'Game',524,'Planetary Annihilation',29.99,null,null,null,0
